sample	FusionName	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	num_reads
cov50_pass20	SLC12A2--PRAMEF26	chr5:128084710	chr1:13149798	50
cov50_pass20	SLC16A13--HSPB8	chr17:7038889	chr12:119187025	50
cov50_pass20	SLC1A4--CASP1	chr2:65018679	chr11:105026356	50
cov50_pass20	SLC22A6--ZMYM6NB	chr11:62979488	chr1:34983947	50
cov50_pass20	SHFM1--ZBTB40	chr7:96673746	chr1:22491400	50
cov50_pass20	SHC3--UGT1A6	chr9:89037993	chr2:233768220	50
cov50_pass20	SLC24A1--NDUFS4	chr15:65625970	chr5:53658551	50
cov50_pass20	SHBG--PODXL2	chr17:7630507	chr3:127669141	50
cov50_pass20	SGK2--ZNF581	chr20:43576379	chr19:55644553	50
cov50_pass20	SGOL1--EFCAB5	chr3:20183886	chr17:29942240	50
cov50_pass20	SGOL1--PGRMC2	chr3:20171043	chr4:128271413	50
cov50_pass20	SGOL2--FOSL1	chr2:200569892	chr11:65897006	50
cov50_pass20	SGOL2--SERPINA4	chr2:200536142	chr14:94569395	50
cov50_pass20	SGSH--ZNF208	chr17:80212071	chr19:21987311	50
cov50_pass20	SH2B2--ARHGAP11A	chr7:102320502	chr15:32633063	50
cov50_pass20	SH2B2--PRSS54	chr7:102320502	chr16:58280757	50
cov50_pass20	SH2D4A--PIK3IP1	chr8:19333114	chr22:31283288	50
cov50_pass20	SH2D5--IRX5	chr1:20727523	chr16:54933077	50
cov50_pass20	SH2D7--CCNY	chr15:78092760	chr10:35525964	50
cov50_pass20	SH2D7--CXORF64	chr15:78098596	chrX:126820659	50
cov50_pass20	SH3GLB1--NUP210L	chr1:86735179	chr1:154022343	50
cov50_pass20	SH3RF3--HOXB3	chr2:109398943	chr17:48552360	50
cov50_pass20	SH3RF3--RLN3	chr2:109432671	chr19:14030710	50
cov50_pass20	SLC22A9--CXCL14	chr11:63375768	chr5:135578539	50
cov50_pass20	SLC25A17--MAGEA1	chr22:40792525	chrX:153182323	50
cov50_pass20	SGCA--CCL5	chr17:50168572	chr17:35878639	50
cov50_pass20	SLC39A12--PCBD2	chr10:17953537	chr5:134959040	50
cov50_pass20	SLC3A2--DNAJB12	chr11:62888218	chr10:72336696	50
cov50_pass20	SLC41A3--FAM71B	chr3:126012615	chr5:157163658	50
cov50_pass20	SLC5A10--ATP5E	chr17:19013517	chr20:59030429	50
cov50_pass20	SLC5A10--TRMT10A	chr17:18976989	chr4:99556220	50
cov50_pass20	SLC5A5--DNPH1	chr19:17874203	chr6:43226143	50
cov50_pass20	SLC6A12--BOC	chr12:201762	chr3:113250555	50
cov50_pass20	SLC6A12--TYR	chr12:198797	chr11:89227823	50
cov50_pass20	SLC6A15--KLHL42	chr12:84885911	chr12:27791708	50
cov50_pass20	SLC6A2--WNK1	chr16:55669696	chr12:889140	50
cov50_pass20	SLC6A9--DLST	chr1:44001390	chr14:74893348	50
cov50_pass20	SLC7A10--ZFP36L1	chr19:33210467	chr14:68790492	50
cov50_pass20	SLC7A14--PIH1D3	chr3:170501109	chrX:107216671	50
cov50_pass20	SLC7A14--TIMM21	chr3:170480289	chr18:74155306	50
cov50_pass20	SLC7A3--C2ORF44	chrX:70926070	chr2:24031162	50
cov50_pass20	SLC7A3--RCOR2	chrX:70927798	chr11:63914954	50
cov50_pass20	SLC3A1--SF1	chr2:44301127	chr11:64766155	50
cov50_pass20	SLC38A9--PBK	chr5:55656715	chr8:27820694	50
cov50_pass20	SLC25A30--CELF6	chr13:45405883	chr15:72289507	50
cov50_pass20	SLC38A9--METAP2	chr5:55645789	chr12:95483215	50
cov50_pass20	SLC25A41--PNPLA8	chr19:6433487	chr7:108479379	50
cov50_pass20	SLC27A4--GPR158	chr9:128350381	chr10:25466651	50
cov50_pass20	SLC27A4--PCYOX1	chr9:128355562	chr2:70275514	50
cov50_pass20	SLC27A5--PGRMC2	chr19:58498785	chr4:128272517	50
cov50_pass20	SLC29A1--TPTE2	chr6:44233006	chr13:19465318	50
cov50_pass20	SLC2A14--IGHA2	chr12:7827495	chr14:105587874	50
cov50_pass20	SLC30A2--CYP1A1	chr1:26044997	chr15:74721503	50
cov50_pass20	SLC30A2--JMJD4	chr1:26044997	chr1:227733027	50
cov50_pass20	SLC30A5--CEBPZ	chr5:69094338	chr2:37214952	50
cov50_pass20	SLC33A1--MLNR	chr3:155829688	chr13:49222040	50
cov50_pass20	SLC34A3--PCDHA12	chr9:137232161	chr5:141009627	50
cov50_pass20	SLC35A1--TSEN54	chr6:87477539	chr17:75521409	50
cov50_pass20	SLC35A2--KRT24	chrX:48911859	chr17:40700383	50
cov50_pass20	SLC35D3--DENND5A	chr6:136922867	chr11:9207208	50
cov50_pass20	SLC35F3--ZCCHC10	chr1:234214574	chr5:132998850	50
cov50_pass20	SGCZ--NR1I3	chr8:14164580	chr1:161230918	50
cov50_pass20	SFXN1--TMEM235	chr5:175509202	chr17:78234593	50
cov50_pass20	TMCO5A--P2RX3	chr15:37936970	chr11:57347116	50
cov50_pass20	SART3--NLRP3	chr12:108547887	chr1:247423847	50
cov50_pass20	SAV1--FLT3	chr14:50665179	chr13:28050222	50
cov50_pass20	SBF1--PLD3	chr22:50456216	chr19:40366419	50
cov50_pass20	SC5D--TIMP3	chr11:121303585	chr22:32857249	50
cov50_pass20	SCAF1--PHTF1	chr19:49645134	chr1:113704797	50
cov50_pass20	SCARA3--CCDC85A	chr8:27656880	chr2:56372344	50
cov50_pass20	SCG5--EGR3	chr15:32643818	chr8:22691482	50
cov50_pass20	SCGB2A1--CCL17	chr11:62210600	chr16:57415081	50
cov50_pass20	SCIMP--FAM219A	chr17:5221287	chr9:34402467	50
cov50_pass20	SCIMP--MAGEB18	chr17:5221287	chrX:26138924	50
cov50_pass20	SCIMP--MRAP2	chr17:5234735	chr6:84062893	50
cov50_pass20	SCMH1--ART4	chr1:41033983	chr12:14829462	50
cov50_pass20	SCN2B--CCDC41	chr11:118168085	chr12:94308917	50
cov50_pass20	SCN2B--NEUROG2	chr11:118168085	chr4:112515476	50
cov50_pass20	SCRN1--PRSS45	chr7:29926452	chr3:46743082	50
cov50_pass20	SCRT1--STAG1	chr8:144336055	chr3:136443404	50
cov50_pass20	SASS6--FRG1B	chr1:100107628	chr20:30389367	50
cov50_pass20	SAR1B--OR13A1	chr5:134612691	chr10:45304500	50
cov50_pass20	SCXB--FAM107B	chr8:144267180	chr10:14530515	50
cov50_pass20	SAPCD2--KIAA0391	chr9:137066262	chr14:35270401	50
cov50_pass20	RSPH6A--PCMT1	chr19:45802120	chr6:149771162	50
cov50_pass20	RSPO3--B3GALT1	chr6:127150572	chr2:167868811	50
cov50_pass20	RTP1--KPNA1	chr3:187197787	chr3:122461318	50
cov50_pass20	RTP1--LAMC3	chr3:187197787	chr9:131085524	50
cov50_pass20	RUNX2--SEPT12	chr6:45422957	chr16:4787667	50
cov50_pass20	S100A6--GNPAT	chr1:153535202	chr1:231265293	50
cov50_pass20	S100A7L2--ARFIP1	chr1:153438189	chr4:152910064	50
cov50_pass20	S1PR5--SFRP2	chr19:10517041	chr4:153781755	50
cov50_pass20	SAC3D1--LRRFIP2	chr11:65041866	chr3:37065942	50
cov50_pass20	SACM1L--NUDT15	chr3:45705209	chr13:48040920	50
cov50_pass20	SAE1--GNAT2	chr19:47155213	chr1:109606099	50
cov50_pass20	SAMD1--POLR1A	chr19:14088880	chr2:86088669	50
cov50_pass20	SAMD5--NAPEPLD	chr6:147509387	chr7:103103554	50
cov50_pass20	SAMD7--ZFAND6	chr3:169928578	chr15:80120328	50
cov50_pass20	SAP30--PAPLN	chr4:173373515	chr14:73261156	50
cov50_pass20	SCXA--SBK1	chr8:144267180	chr16:28320076	50
cov50_pass20	SCYL3--ODF3L1	chr1:169859041	chr15:75726058	50
cov50_pass20	SFPQ--KRT25	chr1:35187001	chr17:40751079	50
cov50_pass20	SEMA7A--LAMA2	chr15:74417591	chr6:129280061	50
cov50_pass20	SEPT12--BATF2	chr16:4783317	chr11:64994549	50
cov50_pass20	SEPT5--TLE6	chr22:19719698	chr19:2978198	50
cov50_pass20	SEPT7--GP1BB	chr7:35872766	chr22:19723854	50
cov50_pass20	SERBP1--SMN2	chr1:67420009	chr5:70069026	50
cov50_pass20	SERINC1--WDR4	chr6:122456481	chr21:42863596	50
cov50_pass20	SERINC4--NUDT2	chr15:43799885	chr9:34339024	50
cov50_pass20	SERPINA9--SPRR1A	chr14:94464707	chr1:152985212	50
cov50_pass20	SERPINB3--FLNC	chr18:63658513	chr7:128856518	50
cov50_pass20	SERPINB7--FGF17	chr18:63782540	chr8:22046114	50
cov50_pass20	SERPINC1--SCO2	chr1:173914553	chr22:50524424	50
cov50_pass20	SESN2--VAMP8	chr1:28272466	chr2:85579009	50
cov50_pass20	SEZ6L2--ENOX1	chr16:29872705	chr13:43356152	50
cov50_pass20	SF3B14--TLX1NB	chr2:24068321	chr10:101090702	50
cov50_pass20	SF3B14--TRDV1	chr2:24068321	chr14:22096322	50
cov50_pass20	SFMBT1--TMEM174	chr3:52934813	chr5:73174060	50
cov50_pass20	SENP5--FMO5	chr3:196927879	chr1:147215942	50
cov50_pass20	SEMA6D--TRIM29	chr15:47761431	chr11:120138145	50
cov50_pass20	SDC1--TNFRSF4	chr2:20203087	chr1:1213093	50
cov50_pass20	SEMA4G--FAP	chr10:100973609	chr2:162223660	50
cov50_pass20	SDE2--CXXC1	chr1:225992398	chr18:50286858	50
cov50_pass20	SDR42E2--APOC2	chr16:22182277	chr19:44948701	50
cov50_pass20	SDR9C7--GPLD1	chr12:56929390	chr6:24466819	50
cov50_pass20	SEC13--FGL2	chr3:10318050	chr7:77196985	50
cov50_pass20	SEC14L6--INPP5E	chr22:30525826	chr9:136431117	50
cov50_pass20	SEC16A--TAF10	chr9:136447227	chr11:6611303	50
cov50_pass20	SEC16B--BCAR3	chr1:177965047	chr1:93642343	50
cov50_pass20	SEC23A--UBA6	chr14:39093187	chr4:67634518	50
cov50_pass20	SEC23B--ZNF165	chr20:18546033	chr6:28085481	50
cov50_pass20	SEC24A--FAM180B	chr5:134692657	chr11:47587751	50
cov50_pass20	SEC24B--SERPINB2	chr4:109434002	chr18:63901740	50
cov50_pass20	SEC24C--HSDL2	chr10:73759794	chr9:112470432	50
cov50_pass20	SECISBP2--HAGH	chr9:89339953	chr16:1809382	50
cov50_pass20	SECISBP2--PBX3	chr9:89339953	chr9:125963012	50
cov50_pass20	SEMA3D--SH3GL3	chr7:85065424	chr15:83565134	50
cov50_pass20	SLC7A6OS--TYW3	chr16:68302381	chr1:74736542	50
cov50_pass20	SLFN12L--ZXDC	chr17:35487726	chr3:126459737	50
cov50_pass20	SLITRK5--SMARCAD1	chr13:87673574	chr4:94277022	50
cov50_pass20	TATDN2--NMNAT2	chr3:10276488	chr1:183293793	50
cov50_pass20	TAX1BP3--GALE	chr17:3668488	chr1:23797871	50
cov50_pass20	TBC1D24--NR5A2	chr16:2497727	chr1:200111202	50
cov50_pass20	TBC1D25--SSX3	chrX:48559024	chrX:48349587	50
cov50_pass20	TBC1D29--AGO1	chr17:30562917	chr1:35918322	50
cov50_pass20	TBC1D2--SIGLEC7	chr9:98201479	chr19:51147221	50
cov50_pass20	TBC1D9B--HFE	chr5:179869769	chr6:26091314	50
cov50_pass20	TBL1Y--CDC37	chrY:7071623	chr19:10400693	50
cov50_pass20	TBX10--MRPL12	chr11:67634816	chr17:81706906	50
cov50_pass20	TCEB2--ZNF559	chr16:2776993	chr19:9338494	50
cov50_pass20	TCF20--GIPR	chr22:42179609	chr19:45677323	50
cov50_pass20	TCF20--STIM2	chr22:42209651	chr4:27008428	50
cov50_pass20	TCFL5--AMY1A	chr20:62861024	chr1:103656285	50
cov50_pass20	TCHH--SNTN	chr1:152113943	chr3:63659725	50
cov50_pass20	TCIRG1--GDI2	chr11:68047972	chr10:5796862	50
cov50_pass20	TCP11L1--FAM180A	chr11:33059095	chr7:135734319	50
cov50_pass20	TATDN3--NLGN4Y	chr1:212797196	chrY:14723117	50
cov50_pass20	TAS1R2--NXPH1	chr1:18854213	chr7:8751008	50
cov50_pass20	TDRD5--CDC42	chr1:179663491	chr1:22078429	50
cov50_pass20	TARDBP--IGSF8	chr1:11018873	chr1:160093331	50
cov50_pass20	SVOPL--FDXACB1	chr7:138630049	chr11:111876104	50
cov50_pass20	SWT1--DAPK2	chr1:185231708	chr15:63971561	50
cov50_pass20	SYCN--AL354898.1	chr19:39203860	chr9:130402789	50
cov50_pass20	SYDE1--GPR137B	chr19:15110348	chr1:236179879	50
cov50_pass20	SYDE2--CSNK1G1	chr1:85164526	chr15:64214124	50
cov50_pass20	SYNGR1--ASB11	chr22:39376197	chrX:15289638	50
cov50_pass20	SYNJ1--ZFP64	chr21:32646393	chr20:52153428	50
cov50_pass20	SYNJ2--TRIM72	chr6:158059537	chr16:31219095	50
cov50_pass20	SYNPO2--DNAAF1	chr4:119027438	chr16:84177514	50
cov50_pass20	SYT11--IDNK	chr1:155880623	chr9:83626442	50
cov50_pass20	SYT16--BNIP3	chr14:62075391	chr10:131970787	50
cov50_pass20	TAB3--ERCC3	chrX:30859487	chr2:127288864	50
cov50_pass20	TAF13--FGFBP1	chr1:109066135	chr4:15936652	50
cov50_pass20	TAF1D--DHX38	chr11:93741322	chr16:72096139	50
cov50_pass20	TAPBP--HAUS2	chr6:33314005	chr15:42558198	50
cov50_pass20	TDRD3--ZSWIM3	chr13:60509919	chr20:45872671	50
cov50_pass20	TECTA--C9ORF16	chr11:121109498	chr9:128163443	50
cov50_pass20	SLTM--SMEK1	chr15:58899469	chr14:91475966	50
cov50_pass20	THUMPD3--CDRT1	chr3:9377888	chr17:15589227	50
cov50_pass20	TIMELESS--C5ORF51	chr12:56420963	chr5:41911048	50
cov50_pass20	TIMM10B--CD244	chr11:6482289	chr1:160841485	50
cov50_pass20	TIMM17B--TUBAL3	chrX:48895038	chr10:5394461	50
cov50_pass20	TIMM23B--SPRR2E	chr10:49955060	chr1:153093770	50
cov50_pass20	TIMP4--VIPR1	chr3:12156820	chr3:42534975	50
cov50_pass20	TLCD2--EFTUD1	chr17:1710067	chr15:82259155	50
cov50_pass20	TLK2--GNB2	chr17:62578574	chr7:100676233	50
cov50_pass20	TLR7--WDR38	chrX:12867581	chr9:124856240	50
cov50_pass20	TM2D3--EIF5A	chr15:101645087	chr17:7311350	50
cov50_pass20	TM4SF18--HTR3A	chr3:149333206	chr11:113979233	50
cov50_pass20	TM4SF18--PLEKHA8	chr3:149324880	chr7:30055257	50
cov50_pass20	TM4SF19--LSMEM1	chr3:196327390	chr7:112484812	50
cov50_pass20	TM4SF2--UGT3A2	chrX:37426000	chr5:36038016	50
cov50_pass20	TM7SF2--C11ORF85	chr11:65115081	chr11:64949868	50
cov50_pass20	TMCO5A--A4GALT	chr15:37936970	chr22:42693997	50
cov50_pass20	TICRR--IGFL2	chr15:89619842	chr19:46160415	50
cov50_pass20	THOC1--CCDC120	chr18:218886	chrX:49064370	50
cov50_pass20	TECTA--WNT9B	chr11:121165383	chr17:46872517	50
cov50_pass20	THEMIS--UCHL5	chr6:127829476	chr1:193023036	50
cov50_pass20	TEF--BTNL3	chr22:41387668	chr5:180992813	50
cov50_pass20	TEK--UGT1A5	chr9:27173362	chr2:233772262	50
cov50_pass20	TEP1--NR0B1	chr14:20371489	chrX:30304823	50
cov50_pass20	TERF1--CYP2R1	chr8:73032133	chr11:14878297	50
cov50_pass20	TERF2--CST9	chr16:69368376	chr20:23603734	50
cov50_pass20	TEX22--CPED1	chr14:105438739	chr7:121046887	50
cov50_pass20	TEX28P1--MFSD7	chrX:154197447	chr4:685911	50
cov50_pass20	TEX29--ZFP3	chr13:111328293	chr17:5091497	50
cov50_pass20	TEX33--ACSF3	chr22:36991481	chr16:89100662	50
cov50_pass20	TFAP2D--TNNI1	chr6:50719150	chr1:201413121	50
cov50_pass20	THAP4--MBNL2	chr2:241601896	chr13:97357482	50
cov50_pass20	THAP5--CCR6	chr7:108565830	chr6:167136038	50
cov50_pass20	THBS3--WDR33	chr1:155199804	chr2:127769001	50
cov50_pass20	THEM6--LIMD2	chr8:142735668	chr17:63699395	50
cov50_pass20	THEMIS--NTS	chr6:127900842	chr12:85876640	50
cov50_pass20	SV2A--TMEM182	chr1:149909801	chr2:102764329	50
cov50_pass20	SUV39H1--PARP2	chrX:48700753	chr14:20352245	50
cov50_pass20	SUV39H1--FAM179A	chrX:48706627	chr2:29024139	50
cov50_pass20	SNX21--DUT	chr20:45840458	chr15:48342022	50
cov50_pass20	SNX4--VTI1B	chr3:125498059	chr14:67651481	50
cov50_pass20	SNX9--ZNF623	chr6:157910025	chr8:143649898	50
cov50_pass20	SOCS7--APOBEC4	chr17:38361775	chr1:183648811	50
cov50_pass20	SOD2--IPO13	chr6:159684854	chr1:43961166	50
cov50_pass20	SOHLH1--TIMM10B	chr9:135699403	chr11:6481757	50
cov50_pass20	SOHLH2--HSPA1L	chr13:36174476	chr6:31811985	50
cov50_pass20	SON--NPY	chr21:33569930	chr7:24285241	50
cov50_pass20	SON--ROS1	chr21:33567267	chr6:117393321	50
cov50_pass20	SOS2--COG8	chr14:50145170	chr16:69323703	50
cov50_pass20	SOX18--VAPA	chr20:64049159	chr18:9954053	50
cov50_pass20	SP1--RNASE13	chr12:53380298	chr14:21034296	50
cov50_pass20	SP8--GORASP1	chr7:20786778	chr3:39102881	50
cov50_pass20	SPAG11A--YIF1B	chr8:7848843	chr19:38307521	50
cov50_pass20	SPAG8--ZNF300	chr9:35812104	chr5:150898554	50
cov50_pass20	SPANXN5--ZSCAN10	chrX:52797274	chr16:3092316	50
cov50_pass20	SNX31--BMP4	chr8:100649274	chr14:53952229	50
cov50_pass20	SNX20--ARF3	chr16:50675770	chr12:48939108	50
cov50_pass20	SURF6--ZNF257	chr9:133332548	chr19:22073469	50
cov50_pass20	SNX19--TAF1	chr11:130880622	chrX:71393301	50
cov50_pass20	SLX4--TMX3	chr16:3608430	chr18:68713900	50
cov50_pass20	SMAGP--RPLP0	chr12:51269245	chr12:120197462	50
cov50_pass20	SMAP2--EHMT2	chr1:40417096	chr6:31892734	50
cov50_pass20	SMARCA1--MMP24	chrX:129448302	chr20:35269760	50
cov50_pass20	SMARCD1--IRAK1BP1	chr12:50085546	chr6:78897829	50
cov50_pass20	SMG6--KERA	chr17:2188399	chr12:91051518	50
cov50_pass20	SMR3A--CDC42EP2	chr4:70362169	chr11:65320544	50
cov50_pass20	SNAPC4--CELA3A	chr9:136394800	chr1:22009705	50
cov50_pass20	SNCA--MDM4	chr4:89822246	chr1:204525484	50
cov50_pass20	SNRNP25--BCAS4	chr16:56420	chr20:50818211	50
cov50_pass20	SNRPA--TRIM51	chr19:40758869	chr11:55891133	50
cov50_pass20	SNRPD1--UFM1	chr18:21622801	chr13:38354239	50
cov50_pass20	SNRPN--COA6	chr15:24976416	chr1:234374230	50
cov50_pass20	SNTB1--IGLL5	chr8:120541810	chr22:22895375	50
cov50_pass20	SNX12--ZFP64	chrX:71061843	chr20:52164757	50
cov50_pass20	SPARCL1--SLC5A2	chr4:87491618	chr16:31490104	50
cov50_pass20	SPATA19--ARHGEF18	chr11:133844246	chr19:7462152	50
cov50_pass20	SPATA19--KCNC3	chr11:133845134	chr19:50320784	50
cov50_pass20	SPATA22--HS3ST3A1	chr17:3467426	chr17:13496818	50
cov50_pass20	ST6GAL2--KIAA0355	chr2:106830066	chr19:34347877	50
cov50_pass20	ST6GALNAC1--WDR96	chr17:76626289	chr10:104131484	50
cov50_pass20	ST8SIA1--TMX3	chr12:22249006	chr18:68700485	50
cov50_pass20	STARD8--ZCCHC24	chrX:68721746	chr10:79394440	50
cov50_pass20	STOML3--RAB5C	chr13:38968400	chr17:42125898	50
cov50_pass20	STOM--EBI3	chr9:121353220	chr19:4234667	50
cov50_pass20	STS--TMEM236	chrX:7334107	chr10:17771309	50
cov50_pass20	STX16--ACSBG2	chr20:58652087	chr19:6151707	50
cov50_pass20	STX16--NR1H2	chr20:58652087	chr19:50378149	50
cov50_pass20	STXBP1--FAIM2	chr9:127668187	chr12:49901325	50
cov50_pass20	STYX--C1ORF162	chr14:52757924	chr1:111476798	50
cov50_pass20	SULF2--AC018755.1	chr20:47659399	chr19:51593051	50
cov50_pass20	SULT1A2--IFNAR1	chr16:28592263	chr21:33353638	50
cov50_pass20	SULT1A2--SGSM1	chr16:28595783	chr22:24868723	50
cov50_pass20	SULT2A1--STON1	chr19:47879036	chr2:48591653	50
cov50_pass20	ST20--SERPINB10	chr15:79907629	chr18:63915502	50
cov50_pass20	SSR3--IL12B	chr3:156548905	chr5:159322511	50
cov50_pass20	SSC5D--SMAP1	chr19:55493912	chr6:70836941	50
cov50_pass20	SPRR3--ERCC6L2	chr1:153003296	chr9:95928719	50
cov50_pass20	SPATA25--KLK4	chr20:45887536	chr19:50909414	50
cov50_pass20	SPATA2L--PAK7	chr16:89700930	chr20:9580930	50
cov50_pass20	SPI1--KIF14	chr11:47375633	chr1:200554606	50
cov50_pass20	SPINT2--ITPRIPL1	chr19:38290280	chr2:96326642	50
cov50_pass20	SPNS2--NCOA3	chr17:4525193	chr20:47652406	50
cov50_pass20	SPOPL--CTRB2	chr2:138550294	chr16:75204322	50
cov50_pass20	SPTBN2--CLSTN1	chr11:66698639	chr1:9744005	50
cov50_pass20	SSB--POU4F1	chr2:169805577	chr13:78602551	50
cov50_pass20	SQLE--APOC4	chr8:125018727	chr19:44945140	50
cov50_pass20	SRP14--NXPH4	chr15:40036986	chr12:57221307	50
cov50_pass20	SRRT--SLC30A7	chr7:100882241	chr1:100912112	50
cov50_pass20	SS18L1--SYCP1	chr20:62162931	chr1:114878094	50
cov50_pass20	SSBP3--NUDT6	chr1:54257127	chr4:122893225	50
cov50_pass20	SSBP3--VASH1	chr1:54251794	chr14:76778946	50
cov50_pass20	LIPI--TTC7B	chr21:14181758	chr14:90541589	50
cov50_pass20	LRRTM4--ZNF304	chr2:77522109	chr19:57353725	50
cov50_pass20	LIN7A--COX7A2L	chr12:80848099	chr2:42353343	50
cov50_pass20	CDCA7--ABCC4	chr2:173359491	chr13:95177793	50
cov50_pass20	CDH23--TP53TG3D	chr10:71687719	chr16:32254891	50
cov50_pass20	CDK13--MTFR1L	chr7:40002031	chr1:25829687	50
cov50_pass20	CDK20--BNIP3	chr9:87971147	chr10:131968569	50
cov50_pass20	CDK7--CCR8	chr5:69235453	chr3:39332318	50
cov50_pass20	CDKN1A--ESRRA	chr6:36684546	chr11:64314744	50
cov50_pass20	CDON--GJB3	chr11:125983872	chr1:34784738	50
cov50_pass20	CDPF1--NCK2	chr22:46248172	chr2:105892982	50
cov50_pass20	CDRT15--SPANXA1	chr17:14236282	chrX:141583959	50
cov50_pass20	CDYL2--IFITM1	chr16:80620763	chr11:314922	50
cov50_pass20	CEACAM3--IL36A	chr19:41810897	chr2:113006598	50
cov50_pass20	CEP104--JMJD6	chr1:3826370	chr17:76716722	50
cov50_pass20	CEP152--SENP7	chr15:48717018	chr3:101328546	50
cov50_pass20	CEP57L1--ROGDI	chr6:109159102	chr16:4799781	50
cov50_pass20	CERS3--CYP20A1	chr15:100469378	chr2:203251967	50
cov50_pass20	CETP--BRD3	chr16:56981225	chr9:134052443	50
cov50_pass20	CDH20--PIK3R2	chr18:61539145	chr19:18168475	50
cov50_pass20	CD86--FOXL1	chr3:122118093	chr16:86578562	50
cov50_pass20	CFC1--VSNL1	chr2:130598910	chr2:17655197	50
cov50_pass20	CD7--MYCL	chr17:82317414	chr1:39901443	50
cov50_pass20	CCSER1--ZPBP	chr4:90313047	chr7:50081899	50
cov50_pass20	CCT3--C17ORF112	chr1:156334868	chr17:52986440	50
cov50_pass20	CD164--SHC4	chr6:109382204	chr15:48856124	50
cov50_pass20	CD1A--TSPAN18	chr1:158255350	chr11:44906407	50
cov50_pass20	CD1E--STEAP4	chr1:158356001	chr7:88284271	50
cov50_pass20	CD200R1--MUC16	chr3:112931106	chr19:8891512	50
cov50_pass20	CD22--SNAPC1	chr19:35344925	chr14:61767212	50
cov50_pass20	CD244--GPR155	chr1:160841584	chr2:174440035	50
cov50_pass20	CD300A--ALG10B	chr17:74474685	chr12:38318261	50
cov50_pass20	CD302--DRAXIN	chr2:159783359	chr1:11709275	50
cov50_pass20	CD5--HIATL2	chr11:61125841	chr9:96972948	50
cov50_pass20	CD63--EFNA1	chr12:55725813	chr1:155133955	50
cov50_pass20	CD72--VSX1	chr9:35618222	chr20:25078952	50
cov50_pass20	CD79A--AP1S3	chr19:41879653	chr2:223776009	50
cov50_pass20	CD79A--SHC4	chr19:41879175	chr15:48843588	50
cov50_pass20	CFB--FKTN	chr6:31951473	chr9:105574945	50
cov50_pass20	CFL2--NDUFAF7	chr14:34713060	chr2:37248258	50
cov50_pass20	CCNO--AL162431.1	chr5:55232767	chr1:180980576	50
cov50_pass20	CHST9--MSANTD1	chr18:27142689	chr4:3246590	50
cov50_pass20	CKMT1B--MAGEA12	chr15:43596077	chrX:152736085	50
cov50_pass20	CKS2--PTGFR	chr9:89311351	chr1:78536406	50
cov50_pass20	CLASP1--TOR4A	chr2:121530247	chr9:137278653	50
cov50_pass20	CLCN1--SNX3	chr7:143342142	chr6:108223045	50
cov50_pass20	CLCN2--MED13L	chr3:184357779	chr12:116237705	50
cov50_pass20	CLDND1--THYN1	chr3:98517052	chr11:134252916	50
cov50_pass20	CLEC19A--AKR1A1	chr16:19285939	chr1:45566869	50
cov50_pass20	CLEC1A--MGAT3	chr12:10098808	chr22:39487347	50
cov50_pass20	CLEC4A--KHDRBS2	chr12:8136903	chr6:61978212	50
cov50_pass20	CLEC4C--MTCH2	chr12:7747318	chr11:47625741	50
cov50_pass20	CLEC4E--BAG3	chr12:8537115	chr10:119672255	50
cov50_pass20	CLINT1--NFYA	chr5:157790600	chr6:41084046	50
cov50_pass20	CLINT1--SUV39H1	chr5:157791703	chrX:48700091	50
cov50_pass20	CLMN--SNIP1	chr14:95215641	chr1:37538012	50
cov50_pass20	CLPP--PPP1R14C	chr19:6362542	chr6:150216824	50
cov50_pass20	CHTOP--BNIP1	chr1:153638448	chr5:173158744	50
cov50_pass20	CHST7--SCGB1D2	chrX:46575423	chr11:62243289	50
cov50_pass20	CFL2--PRSS33	chr14:34713060	chr16:2785171	50
cov50_pass20	CHST13--CSGALNACT2	chr3:126536353	chr10:43154897	50
cov50_pass20	CGB5--PLD5	chr19:49044224	chr1:242220115	50
cov50_pass20	CGB7--PRSS56	chr19:49055361	chr2:232522515	50
cov50_pass20	CGB--ZBBX	chr19:49023957	chr3:167314116	50
cov50_pass20	CGRRF1--CYB561	chr14:54510063	chr17:63435791	50
cov50_pass20	CHAD--UBE2V2	chr17:50465294	chr8:48060682	50
cov50_pass20	CHCHD4--BUB3	chr3:14116426	chr10:123162612	50
cov50_pass20	CHDC2--G0S2	chrX:36071971	chr1:209675653	50
cov50_pass20	CHDH--CDH18	chr3:53822491	chr5:19503109	50
cov50_pass20	CHDH--CXORF28	chr3:53818938	chrX:3272297	50
cov50_pass20	CHI3L1--NTRK2	chr1:203181162	chr9:84867243	50
cov50_pass20	CHMP6--GP9	chr17:80997341	chr3:129061728	50
cov50_pass20	CHMP6--TMEM45B	chr17:80997341	chr11:129852475	50
cov50_pass20	CHP1--HSPB11	chr15:41270618	chr1:53930145	50
cov50_pass20	CHRNA10--OGT	chr11:3671252	chrX:71536208	50
cov50_pass20	CHRNA3--ZNF610	chr15:78601253	chr19:52353682	50
cov50_pass20	CCRL2--PRDX2	chr3:46407694	chr19:12801069	50
cov50_pass20	CCNC--ANKDD1A	chr6:99561367	chr15:64934136	50
cov50_pass20	CMC4--DHTKD1	chrX:155063966	chr10:12112900	50
