LeftBreakPoint	RightBreakPoint	FusionName	Breakpoint	BreakpointLexSort	FusionLexSort	num_LR	sim_data_name
chrX:156003560	chr14:63686656	IL9R--SGPP1	chrX:156003560--chr14:63686656	chr14:63686656--chrX:156003560	IL9R--SGPP1	5	cov5_pass5
chr5:35857059	chr2:154854727	IL7R--KCNJ3	chr5:35857059--chr2:154854727	chr2:154854727--chr5:35857059	IL7R--KCNJ3	5	cov5_pass5
chrX:70134135	chr6:32129854	IGBP1--FKBPL	chrX:70134135--chr6:32129854	chr6:32129854--chrX:70134135	FKBPL--IGBP1	5	cov5_pass5
chr2:112913094	chr14:55377904	IL37--ATG14	chr2:112913094--chr14:55377904	chr14:55377904--chr2:112913094	ATG14--IL37	5	cov5_pass5
chr12:102475643	chr14:74245165	IGF1--VSX2	chr12:102475643--chr14:74245165	chr12:102475643--chr14:74245165	IGF1--VSX2	5	cov5_pass5
chr6:160089253	chr2:238262344	IGF2R--PER2	chr6:160089253--chr2:238262344	chr2:238262344--chr6:160089253	IGF2R--PER2	5	cov5_pass5
chr7:45916548	chr14:103103941	IGFBP3--EXOC3L4	chr7:45916548--chr14:103103941	chr14:103103941--chr7:45916548	EXOC3L4--IGFBP3	5	cov5_pass5
chr2:216678850	chr12:6678710	IGFBP5--ZNF384	chr2:216678850--chr12:6678710	chr12:6678710--chr2:216678850	IGFBP5--ZNF384	5	cov5_pass5
chr12:53100857	chr19:34682777	IGFBP6--ZNF302	chr12:53100857--chr19:34682777	chr12:53100857--chr19:34682777	IGFBP6--ZNF302	5	cov5_pass5
chr9:38411391	chr20:492364	IGFBPL1--CSNK2A1	chr9:38411391--chr20:492364	chr20:492364--chr9:38411391	CSNK2A1--IGFBPL1	5	cov5_pass5
chr14:105854917	chr2:31249371	IGHM--EHD3	chr14:105854917--chr2:31249371	chr14:105854917--chr2:31249371	EHD3--IGHM	5	cov5_pass5
chr22:22888259	chr6:151348711	IGLL5--AKAP12	chr22:22888259--chr6:151348711	chr22:22888259--chr6:151348711	AKAP12--IGLL5	5	cov5_pass5
chrX:115009521	chr20:44618285	IL13RA2--PKIG	chrX:115009521--chr20:44618285	chr20:44618285--chrX:115009521	IL13RA2--PKIG	5	cov5_pass5
chr3:53860228	chr5:141494807	IL17RB--PCDHGB3	chr3:53860228--chr5:141494807	chr3:53860228--chr5:141494807	IL17RB--PCDHGB3	5	cov5_pass5
chr11:72000557	chr17:42849086	IL18BP--AOC2	chr11:72000557--chr17:42849086	chr11:72000557--chr17:42849086	AOC2--IL18BP	5	cov5_pass5
chr2:112781604	chr6:87621950	IL1A--ORC3	chr2:112781604--chr6:87621950	chr2:112781604--chr6:87621950	IL1A--ORC3	5	cov5_pass5
chr3:190620440	chr10:87232603	IL1RAP--NUTM2A	chr3:190620440--chr10:87232603	chr10:87232603--chr3:190620440	IL1RAP--NUTM2A	5	cov5_pass5
chr2:102219082	chr7:152660782	IL1RL2--XRCC2	chr2:102219082--chr7:152660782	chr2:102219082--chr7:152660782	IL1RL2--XRCC2	5	cov5_pass5
chr14:23373396	chr16:23069616	IL25--USP31	chr14:23373396--chr16:23069616	chr14:23373396--chr16:23069616	IL25--USP31	5	cov5_pass5
chr12:53955539	chr10:100354427	HOXC12--SCD	chr12:53955539--chr10:100354427	chr10:100354427--chr12:53955539	HOXC12--SCD	5	cov5_pass5
chr17:48593121	chr12:51345877	HOXB5--CELA1	chr17:48593121--chr12:51345877	chr12:51345877--chr17:48593121	CELA1--HOXB5	5	cov5_pass5
chr20:13270743	chr20:35632385	ISM1--CPNE1	chr20:13270743--chr20:35632385	chr20:13270743--chr20:35632385	CPNE1--ISM1	5	cov5_pass5
chr4:108027760	chr5:172200566	HADH--EFCAB9	chr4:108027760--chr5:172200566	chr4:108027760--chr5:172200566	EFCAB9--HADH	5	cov5_pass5
chr16:27488554	chr1:156286260	GTF3C1--TMEM79	chr16:27488554--chr1:156286260	chr16:27488554--chr1:156286260	GTF3C1--TMEM79	5	cov5_pass5
chr2:196789879	chr22:42858522	GTF3C3--PACSIN2	chr2:196789879--chr22:42858522	chr22:42858522--chr2:196789879	GTF3C3--PACSIN2	5	cov5_pass5
chr7:90354549	chr12:130801488	GTPBP10--STX2	chr7:90354549--chr12:130801488	chr12:130801488--chr7:90354549	GTPBP10--STX2	5	cov5_pass5
chr4:144116854	chr11:66045527	GYPA--GAL3ST3	chr4:144116854--chr11:66045527	chr11:66045527--chr4:144116854	GAL3ST3--GYPA	5	cov5_pass5
chr12:21575866	chr21:33909211	GYS2--AP000304.12	chr12:21575866--chr21:33909211	chr12:21575866--chr21:33909211	AP000304.12--GYS2	5	cov5_pass5
chr5:55108394	chr10:16514707	GZMA--C1QL3	chr5:55108394--chr10:16514707	chr10:16514707--chr5:55108394	C1QL3--GZMA	5	cov5_pass5
chr12:14774976	chr20:38588101	H2AFJ--ADIG	chr12:14774976--chr20:38588101	chr12:14774976--chr20:38588101	ADIG--H2AFJ	5	cov5_pass5
chr19:35284848	chr6:31677120	HAMP--LY6G5C	chr19:35284848--chr6:31677120	chr19:35284848--chr6:31677120	HAMP--LY6G5C	5	cov5_pass5
chr7:27102110	chr12:121779662	HOXA2--RHOF	chr7:27102110--chr12:121779662	chr12:121779662--chr7:27102110	HOXA2--RHOF	5	cov5_pass5
chr1:119385053	chr1:169590202	HAO2--SELP	chr1:119385053--chr1:169590202	chr1:119385053--chr1:169590202	HAO2--SELP	5	cov5_pass5
chr15:42560870	chr7:127590066	HAUS2--ARF5	chr15:42560870--chr7:127590066	chr15:42560870--chr7:127590066	ARF5--HAUS2	5	cov5_pass5
chr9:19060088	chr6:143765261	HAUS6--PHACTR2	chr9:19060088--chr6:143765261	chr6:143765261--chr9:19060088	HAUS6--PHACTR2	5	cov5_pass5
chr1:154275483	chr7:30755422	HAX1--INMT	chr1:154275483--chr7:30755422	chr1:154275483--chr7:30755422	HAX1--INMT	5	cov5_pass5
chr11:5226577	chr3:171085229	HBB--TNIK	chr11:5226577--chr3:171085229	chr11:5226577--chr3:171085229	HBB--TNIK	5	cov5_pass5
chr11:5234342	chr4:169117782	HBD--SH3RF1	chr11:5234342--chr4:169117782	chr11:5234342--chr4:169117782	HBD--SH3RF1	5	cov5_pass5
chr11:5505351	chr12:51913559	HBG2--ACVRL1	chr11:5505351--chr12:51913559	chr11:5505351--chr12:51913559	ACVRL1--HBG2	5	cov5_pass5
chr11:18341607	chrX:15840591	GTF2H1--AP1S2	chr11:18341607--chrX:15840591	chr11:18341607--chrX:15840591	AP1S2--GTF2H1	5	cov5_pass5
chr19:6381697	chr6:131740224	GTF2F1--ENPP3	chr19:6381697--chr6:131740224	chr19:6381697--chr6:131740224	ENPP3--GTF2F1	5	cov5_pass5
chr22:23983002	chr1:53917116	GSTT2--HSPB11	chr22:23983002--chr1:53917116	chr1:53917116--chr22:23983002	GSTT2--HSPB11	5	cov5_pass5
chr22:23961020	chr20:57653086	GSTT2B--PMEPA1	chr22:23961020--chr20:57653086	chr20:57653086--chr22:23961020	GSTT2B--PMEPA1	5	cov5_pass5
chr17:75332700	chr9:122823197	GRB2--PDCL	chr17:75332700--chr9:122823197	chr17:75332700--chr9:122823197	GRB2--PDCL	5	cov5_pass5
chr18:21439637	chr19:43798988	GREB1L--LYPD5	chr18:21439637--chr19:43798988	chr18:21439637--chr19:43798988	GREB1L--LYPD5	5	cov5_pass5
chr11:105611085	chr19:16190887	GRIA4--FAM32A	chr11:105611085--chr19:16190887	chr11:105611085--chr19:16190887	FAM32A--GRIA4	5	cov5_pass5
chr17:74849780	chr22:18517259	GRIN2C--GGTLC3	chr17:74849780--chr22:18517259	chr17:74849780--chr22:18517259	GGTLC3--GRIN2C	5	cov5_pass5
chr3:7415163	chr12:57192845	GRM7--LRP1	chr3:7415163--chr12:57192845	chr12:57192845--chr3:7415163	GRM7--LRP1	5	cov5_pass5
chr3:6861907	chr3:123980604	GRM7--ROPN1	chr3:6861907--chr3:123980604	chr3:123980604--chr3:6861907	GRM7--ROPN1	5	cov5_pass5
chr5:149345616	chr8:10319883	GRPEL2--MSRA	chr5:149345616--chr8:10319883	chr5:149345616--chr8:10319883	GRPEL2--MSRA	5	cov5_pass5
chrX:16150656	chr3:46408068	GRPR--CCRL2	chrX:16150656--chr3:46408068	chr3:46408068--chrX:16150656	CCRL2--GRPR	5	cov5_pass5
chrX:16124366	chr17:61919513	GRPR--INTS2	chrX:16124366--chr17:61919513	chr17:61919513--chrX:16124366	GRPR--INTS2	5	cov5_pass5
chr17:39905426	chr3:146591881	GSDMB--PLSCR5	chr17:39905426--chr3:146591881	chr17:39905426--chr3:146591881	GSDMB--PLSCR5	5	cov5_pass5
chr10:52315085	chr1:178545213	DKK1--C1ORF220	chr10:52315085--chr1:178545213	chr10:52315085--chr1:178545213	C1ORF220--DKK1	5	cov5_pass5
chr16:11885181	chrX:141590487	GSPT1--SPANXA2	chr16:11885181--chrX:141590487	chr16:11885181--chrX:141590487	GSPT1--SPANXA2	5	cov5_pass5
chr1:109690564	chrX:15846011	GSTM1--AP1S2	chr1:109690564--chrX:15846011	chr1:109690564--chrX:15846011	AP1S2--GSTM1	5	cov5_pass5
chr10:104279471	chr13:57142378	GSTO2--PRR20A	chr10:104279471--chr13:57142378	chr10:104279471--chr13:57142378	GSTO2--PRR20A	5	cov5_pass5
chr22:23960294	chr22:37570412	GSTT2B--LGALS2	chr22:23960294--chr22:37570412	chr22:23960294--chr22:37570412	GSTT2B--LGALS2	5	cov5_pass5
chr6:135050582	chr16:28656633	HBS1L--NPIPB8	chr6:135050582--chr16:28656633	chr16:28656633--chr6:135050582	HBS1L--NPIPB8	5	cov5_pass5
chr16:153004	chr5:69177291	HBZ--CCNB1	chr16:153004--chr5:69177291	chr16:153004--chr5:69177291	CCNB1--HBZ	5	cov5_pass5
chr16:154096	chr4:183510282	HBZ--ING2	chr16:154096--chr4:183510282	chr16:154096--chr4:183510282	HBZ--ING2	5	cov5_pass5
chr17:44849388	chr9:136404194	HIGD1B--SDCCAG3	chr17:44849388--chr9:136404194	chr17:44849388--chr9:136404194	HIGD1B--SDCCAG3	5	cov5_pass5
chr6:125974973	chr1:83911363	HINT3--TTLL7	chr6:125974973--chr1:83911363	chr1:83911363--chr6:125974973	HINT3--TTLL7	5	cov5_pass5
chr7:139620401	chr19:12973389	HIPK2--DAND5	chr7:139620401--chr19:12973389	chr19:12973389--chr7:139620401	DAND5--HIPK2	5	cov5_pass5
chr1:149859952	chr7:135930012	HIST2H4B--MTPN	chr1:149859952--chr7:135930012	chr1:149859952--chr7:135930012	HIST2H4B--MTPN	5	cov5_pass5
chr2:233840609	chr16:4801585	HJURP--ROGDI	chr2:233840609--chr16:4801585	chr16:4801585--chr2:233840609	HJURP--ROGDI	5	cov5_pass5
chr3:149048028	chr12:12435628	HLTF--LOH12CR1	chr3:149048028--chr12:12435628	chr12:12435628--chr3:149048028	HLTF--LOH12CR1	5	cov5_pass5
chr20:31561736	chr12:7102087	HM13--C1RL	chr20:31561736--chr12:7102087	chr12:7102087--chr20:31561736	C1RL--HM13	5	cov5_pass5
chr3:129298535	chr1:27894106	HMCES--RPA2	chr3:129298535--chr1:27894106	chr1:27894106--chr3:129298535	HMCES--RPA2	5	cov5_pass5
chr5:163474205	chr6:89338543	HMMR--UBE2J1	chr5:163474205--chr6:89338543	chr5:163474205--chr6:89338543	HMMR--UBE2J1	5	cov5_pass5
chr10:123136450	chr14:93928199	HMX3--FAM181A	chr10:123136450--chr14:93928199	chr10:123136450--chr14:93928199	FAM181A--HMX3	5	cov5_pass5
chr16:1691985	chr11:17771665	HN1L--KCNC1	chr16:1691985--chr11:17771665	chr11:17771665--chr16:1691985	HN1L--KCNC1	5	cov5_pass5
chr12:120979094	chr12:21067319	HNF1A--SLCO1B3	chr12:120979094--chr12:21067319	chr12:120979094--chr12:21067319	HNF1A--SLCO1B3	5	cov5_pass5
chr2:177217845	chr8:29148767	HNRNPA3--KIF13B	chr2:177217845--chr8:29148767	chr2:177217845--chr8:29148767	HNRNPA3--KIF13B	5	cov5_pass5
chr4:82428278	chr20:63213943	HNRNPDL--YTHDF1	chr4:82428278--chr20:63213943	chr20:63213943--chr4:82428278	HNRNPDL--YTHDF1	5	cov5_pass5
chr1:59843598	chr15:48872142	HOOK1--SHC4	chr1:59843598--chr15:48872142	chr15:48872142--chr1:59843598	HOOK1--SHC4	5	cov5_pass5
chr7:27095261	chr3:49732972	HOXA1--IP6K1	chr7:27095261--chr3:49732972	chr3:49732972--chr7:27095261	HOXA1--IP6K1	5	cov5_pass5
chr6:125972328	chr4:102639857	HINT3--MANBA	chr6:125972328--chr4:102639857	chr4:102639857--chr6:125972328	HINT3--MANBA	5	cov5_pass5
chr9:96949555	chr17:3481603	HIATL2--ASPA	chr9:96949555--chr17:3481603	chr17:3481603--chr9:96949555	ASPA--HIATL2	5	cov5_pass5
chr3:121633067	chr17:41346236	HCLS1--KRT33A	chr3:121633067--chr17:41346236	chr17:41346236--chr3:121633067	HCLS1--KRT33A	5	cov5_pass5
chr1:100068586	chr19:29702977	HIAT1--C19ORF12	chr1:100068586--chr19:29702977	chr19:29702977--chr1:100068586	C19ORF12--HIAT1	5	cov5_pass5
chr2:239189833	chr10:122393181	HDAC4--PLEKHA1	chr2:239189833--chr10:122393181	chr10:122393181--chr2:239189833	HDAC4--PLEKHA1	5	cov5_pass5
chr12:47798562	chr5:1244608	HDAC7--SLC6A18	chr12:47798562--chr5:1244608	chr12:47798562--chr5:1244608	HDAC7--SLC6A18	5	cov5_pass5
chr7:18647998	chr15:48427773	HDAC9--FBN1	chr7:18647998--chr15:48427773	chr15:48427773--chr7:18647998	FBN1--HDAC9	5	cov5_pass5
chr7:741465	chr6:43176548	HEATR2--SRF	chr7:741465--chr6:43176548	chr6:43176548--chr7:741465	HEATR2--SRF	5	cov5_pass5
chr3:124990787	chrX:103712236	HEG1--TMEM31	chr3:124990787--chrX:103712236	chr3:124990787--chrX:103712236	HEG1--TMEM31	5	cov5_pass5
chr12:66302790	chr16:77212847	HELB--SYCE1L	chr12:66302790--chr16:77212847	chr12:66302790--chr16:77212847	HELB--SYCE1L	5	cov5_pass5
chr11:124935922	chr1:36282533	HEPACAM--THRAP3	chr11:124935922--chr1:36282533	chr11:124935922--chr1:36282533	HEPACAM--THRAP3	5	cov5_pass5
chr15:63727647	chr5:180119448	HERC1--RASGEF1C	chr15:63727647--chr5:180119448	chr15:63727647--chr5:180119448	HERC1--RASGEF1C	5	cov5_pass5
chr15:63654119	chr19:49355206	HERC1--TEAD2	chr15:63654119--chr19:49355206	chr15:63654119--chr19:49355206	HERC1--TEAD2	5	cov5_pass5
chr3:57198391	chr3:50559737	HESX1--C3ORF18	chr3:57198391--chr3:50559737	chr3:50559737--chr3:57198391	C3ORF18--HESX1	5	cov5_pass5
chr3:57199762	chr8:70583793	HESX1--TRAM1	chr3:57199762--chr8:70583793	chr3:57199762--chr8:70583793	HESX1--TRAM1	5	cov5_pass5
chr17:82419883	chr7:43887816	HEXDC--URGCP	chr17:82419883--chr7:43887816	chr17:82419883--chr7:43887816	HEXDC--URGCP	5	cov5_pass5
chr6:125754546	chr10:80142082	HEY2--PLAC9	chr6:125754546--chr10:80142082	chr10:80142082--chr6:125754546	HEY2--PLAC9	5	cov5_pass5
chr1:70355208	chr1:32274737	HHLA3--LCK	chr1:70355208--chr1:32274737	chr1:32274737--chr1:70355208	HHLA3--LCK	5	cov5_pass5
chr1:70355208	chr3:53179577	HHLA3--PRKCD	chr1:70355208--chr3:53179577	chr1:70355208--chr3:53179577	HHLA3--PRKCD	5	cov5_pass5
chr9:86272007	chr1:211576289	ISCA1--SLC30A1	chr9:86272007--chr1:211576289	chr1:211576289--chr9:86272007	ISCA1--SLC30A1	5	cov5_pass5
chr5:129105388	chr8:144464612	ISOC1--CYHR1	chr5:129105388--chr8:144464612	chr5:129105388--chr8:144464612	CYHR1--ISOC1	5	cov5_pass5
chr11:94400861	chr3:149750851	GPR83--COMMD2	chr11:94400861--chr3:149750851	chr11:94400861--chr3:149750851	COMMD2--GPR83	5	cov5_pass5
chr4:128122188	chr2:68158380	LARP1B--PNO1	chr4:128122188--chr2:68158380	chr2:68158380--chr4:128122188	LARP1B--PNO1	5	cov5_pass5
chr12:52362251	chr2:236120192	KRT85--AGAP1	chr12:52362251--chr2:236120192	chr12:52362251--chr2:236120192	AGAP1--KRT85	5	cov5_pass5
chr2:142986021	chr16:74385342	KYNU--NPIPB15	chr2:142986021--chr16:74385342	chr16:74385342--chr2:142986021	KYNU--NPIPB15	5	cov5_pass5
chr3:134620749	chr19:57640704	KY--ZNF211	chr3:134620749--chr19:57640704	chr19:57640704--chr3:134620749	KY--ZNF211	5	cov5_pass5
chr6:112253956	chr10:97452415	LAMA4--ZDHHC16	chr6:112253956--chr10:97452415	chr10:97452415--chr6:112253956	LAMA4--ZDHHC16	5	cov5_pass5
chr9:131067205	chr7:77278937	LAMC3--CCDC146	chr9:131067205--chr7:77278937	chr7:77278937--chr9:131067205	CCDC146--LAMC3	5	cov5_pass5
chr1:156054957	chr1:150962130	LAMTOR2--SETDB1	chr1:156054957--chr1:150962130	chr1:150962130--chr1:156054957	LAMTOR2--SETDB1	5	cov5_pass5
chr7:100153517	chr19:39407743	LAMTOR4--ZFP36	chr7:100153517--chr19:39407743	chr19:39407743--chr7:100153517	LAMTOR4--ZFP36	5	cov5_pass5
chr12:50427909	chr3:25609344	LARP4--TOP2B	chr12:50427909--chr3:25609344	chr12:50427909--chr3:25609344	LARP4--TOP2B	5	cov5_pass5
chr13:33061780	chr11:62688513	KL--LRRN4CL	chr13:33061780--chr11:62688513	chr11:62688513--chr13:33061780	KL--LRRN4CL	5	cov5_pass5
chr13:20991272	chr19:51768645	LATS2--FPR2	chr13:20991272--chr19:51768645	chr13:20991272--chr19:51768645	FPR2--LATS2	5	cov5_pass5
chr4:17961903	chrX:120874020	LCORL--CT47B1	chr4:17961903--chrX:120874020	chr4:17961903--chrX:120874020	CT47B1--LCORL	5	cov5_pass5
chr2:135794641	chr12:43428531	LCT--ADAMTS20	chr2:135794641--chr12:43428531	chr12:43428531--chr2:135794641	ADAMTS20--LCT	5	cov5_pass5
chr12:21643935	chr14:91729479	LDHB--CATSPERB	chr12:21643935--chr14:91729479	chr12:21643935--chr14:91729479	CATSPERB--LDHB	5	cov5_pass5
chr19:11089615	chrX:26193786	LDLR--MAGEB6	chr19:11089615--chrX:26193786	chr19:11089615--chrX:26193786	LDLR--MAGEB6	5	cov5_pass5
chr5:135952871	chr19:57877042	LECT2--ZNF814	chr5:135952871--chr19:57877042	chr19:57877042--chr5:135952871	LECT2--ZNF814	5	cov5_pass5
chr15:51962389	chr9:136980183	LEO1--PTGDS	chr15:51962389--chr9:136980183	chr15:51962389--chr9:136980183	LEO1--PTGDS	5	cov5_pass5
chr12:52385040	chr9:5431983	KRT84--PLGRKT	chr12:52385040--chr9:5431983	chr12:52385040--chr9:5431983	KRT84--PLGRKT	5	cov5_pass5
chr12:52381361	chr10:70538280	KRT84--PALD1	chr12:52381361--chr10:70538280	chr10:70538280--chr12:52381361	KRT84--PALD1	5	cov5_pass5
chr12:52383005	chr12:40237969	KRT84--LRRK2	chr12:52383005--chr12:40237969	chr12:40237969--chr12:52383005	KRT84--LRRK2	5	cov5_pass5
chr12:52846197	chr17:9981884	KRT78--GAS7	chr12:52846197--chr17:9981884	chr12:52846197--chr17:9981884	GAS7--KRT78	5	cov5_pass5
chr1:32163313	chr20:2838746	KPNA6--PCED1A	chr1:32163313--chr20:2838746	chr1:32163313--chr20:2838746	KPNA6--PCED1A	5	cov5_pass5
chr7:99193019	chr14:69118275	KPNA7--DCAF5	chr7:99193019--chr14:69118275	chr14:69118275--chr7:99193019	DCAF5--KPNA7	5	cov5_pass5
chr7:99195070	chr17:78170817	KPNA7--SYNGR2	chr7:99195070--chr17:78170817	chr17:78170817--chr7:99195070	KPNA7--SYNGR2	5	cov5_pass5
chr3:42942071	chr11:126274927	KRBOX1--FOXRED1	chr3:42942071--chr11:126274927	chr11:126274927--chr3:42942071	FOXRED1--KRBOX1	5	cov5_pass5
chr16:2966795	chr1:200409719	KREMEN2--ZNF281	chr16:2966795--chr1:200409719	chr16:2966795--chr1:200409719	KREMEN2--ZNF281	5	cov5_pass5
chr12:75501723	chr14:22086650	KRR1--TRAV23DV6	chr12:75501723--chr14:22086650	chr12:75501723--chr14:22086650	KRR1--TRAV23DV6	5	cov5_pass5
chr17:41517083	chr2:219558459	KRT15--OBSL1	chr17:41517083--chr2:219558459	chr17:41517083--chr2:219558459	KRT15--OBSL1	5	cov5_pass5
chr12:52951856	chr17:2056671	KRT18--HIC1	chr12:52951856--chr17:2056671	chr12:52951856--chr17:2056671	HIC1--KRT18	5	cov5_pass5
chr17:41524843	chr6:43040746	KRT19--CUL7	chr17:41524843--chr6:43040746	chr17:41524843--chr6:43040746	CUL7--KRT19	5	cov5_pass5
chr12:52677650	chrX:106928051	KRT1--CLDN2	chr12:52677650--chrX:106928051	chr12:52677650--chrX:106928051	CLDN2--KRT1	5	cov5_pass5
chr17:41365392	chr6:90568623	KRT33B--MAP3K7	chr17:41365392--chr6:90568623	chr17:41365392--chr6:90568623	KRT33B--MAP3K7	5	cov5_pass5
chr17:40983046	chr14:99492626	KRT40--CCNK	chr17:40983046--chr14:99492626	chr14:99492626--chr17:40983046	CCNK--KRT40	5	cov5_pass5
chr12:52471421	chr8:100225173	KRT6C--SPAG1	chr12:52471421--chr8:100225173	chr12:52471421--chr8:100225173	KRT6C--SPAG1	5	cov5_pass5
chr12:52552637	chr16:11967570	KRT71--TNFRSF17	chr12:52552637--chr16:11967570	chr12:52552637--chr16:11967570	KRT71--TNFRSF17	5	cov5_pass5
chr12:52426817	chr2:25161752	KRT75--POMC	chr12:52426817--chr2:25161752	chr12:52426817--chr2:25161752	KRT75--POMC	5	cov5_pass5
chr8:30104486	chr12:85983670	LEPROTL1--MGAT4C	chr8:30104486--chr12:85983670	chr12:85983670--chr8:30104486	LEPROTL1--MGAT4C	5	cov5_pass5
chr1:65570802	chrX:70269662	LEPR--ARR3	chr1:65570802--chrX:70269662	chr1:65570802--chrX:70269662	ARR3--LEPR	5	cov5_pass5
chr1:65621458	chr11:7994982	LEPR--EIF3F	chr1:65621458--chr11:7994982	chr11:7994982--chr1:65621458	EIF3F--LEPR	5	cov5_pass5
chr19:5707697	chr1:32187954	LONP1--TXLNA	chr19:5707697--chr1:32187954	chr19:5707697--chr1:32187954	LONP1--TXLNA	5	cov5_pass5
chr18:46524708	chr2:47790927	LOXHD1--MSH6	chr18:46524708--chr2:47790927	chr18:46524708--chr2:47790927	LOXHD1--MSH6	5	cov5_pass5
chr2:74552322	chr13:50020214	LOXL3--KCNRG	chr2:74552322--chr13:50020214	chr13:50020214--chr2:74552322	KCNRG--LOXL3	5	cov5_pass5
chr1:84865385	chr16:71384783	LPAR3--CALB2	chr1:84865385--chr16:71384783	chr16:71384783--chr1:84865385	CALB2--LPAR3	5	cov5_pass5
chr4:150928834	chr10:124488422	LRBA--LHPP	chr4:150928834--chr10:124488422	chr10:124488422--chr4:150928834	LHPP--LRBA	5	cov5_pass5
chrX:115126843	chr7:113117607	LRCH2--LINC00998	chrX:115126843--chr7:113117607	chr7:113117607--chrX:115126843	LINC00998--LRCH2	5	cov5_pass5
chr14:41888010	chr14:34629950	LRFN5--SNX6	chr14:41888010--chr14:34629950	chr14:34629950--chr14:41888010	LRFN5--SNX6	5	cov5_pass5
chr1:113091383	chr11:83471727	LRIG2--DLG2	chr1:113091383--chr11:83471727	chr11:83471727--chr1:113091383	DLG2--LRIG2	5	cov5_pass5
chr1:113114876	chr9:70621273	LRIG2--TRPM3	chr1:113114876--chr9:70621273	chr1:113114876--chr9:70621273	LRIG2--TRPM3	5	cov5_pass5
chr12:58874430	chr3:51945495	LRIG3--PARP3	chr12:58874430--chr3:51945495	chr12:58874430--chr3:51945495	LRIG3--PARP3	5	cov5_pass5
chr10:84237220	chr11:101997599	LRIT1--KIAA1377	chr10:84237220--chr11:101997599	chr10:84237220--chr11:101997599	KIAA1377--LRIT1	5	cov5_pass5
chr4:109848317	chr7:107474035	LRIT3--GPR22	chr4:109848317--chr7:107474035	chr4:109848317--chr7:107474035	GPR22--LRIT3	5	cov5_pass5
chr4:109851976	chr19:54663532	LRIT3--LILRB4	chr4:109851976--chr19:54663532	chr19:54663532--chr4:109851976	LILRB4--LRIT3	5	cov5_pass5
chr12:57191009	chr3:43702215	LRP1--ABHD5	chr12:57191009--chr3:43702215	chr12:57191009--chr3:43702215	ABHD5--LRP1	5	cov5_pass5
chr19:33204852	chrX:154508347	LRP3--FAM3A	chr19:33204852--chrX:154508347	chr19:33204852--chrX:154508347	FAM3A--LRP3	5	cov5_pass5
chr7:102939585	chrX:14581183	LRRC17--GLRA2	chr7:102939585--chrX:14581183	chr7:102939585--chrX:14581183	GLRA2--LRRC17	5	cov5_pass5
chr2:100286914	chr19:50907086	LONRF2--KLK4	chr2:100286914--chr19:50907086	chr19:50907086--chr2:100286914	KLK4--LONRF2	5	cov5_pass5
chr12:12356928	chr16:30094897	LOH12CR2--YPEL3	chr12:12356928--chr16:30094897	chr12:12356928--chr16:30094897	LOH12CR2--YPEL3	5	cov5_pass5
chr8:38407038	chr1:150694850	LETM2--GOLPH3L	chr8:38407038--chr1:150694850	chr1:150694850--chr8:38407038	GOLPH3L--LETM2	5	cov5_pass5
chr19:48491108	chr1:206771415	LMTK3--IL10	chr19:48491108--chr1:206771415	chr19:48491108--chr1:206771415	IL10--LMTK3	5	cov5_pass5
chr11:27472118	chr11:118532150	LGR4--TMEM25	chr11:27472118--chr11:118532150	chr11:118532150--chr11:27472118	LGR4--TMEM25	5	cov5_pass5
chr10:124498128	chr6:25830607	LHPP--SLC17A1	chr10:124498128--chr6:25830607	chr10:124498128--chr6:25830607	LHPP--SLC17A1	5	cov5_pass5
chr10:124498128	chr11:57530234	LHPP--TIMM10	chr10:124498128--chr11:57530234	chr10:124498128--chr11:57530234	LHPP--TIMM10	5	cov5_pass5
chr1:75157076	chr17:8741671	LHX8--CCDC42	chr1:75157076--chr17:8741671	chr17:8741671--chr1:75157076	CCDC42--LHX8	5	cov5_pass5
chr19:54337936	chr16:27963203	LILRA4--GSG1L	chr19:54337936--chr16:27963203	chr16:27963203--chr19:54337936	GSG1L--LILRA4	5	cov5_pass5
chr19:54222747	chr6:30069104	LILRB3--PPP1R11	chr19:54222747--chr6:30069104	chr19:54222747--chr6:30069104	LILRB3--PPP1R11	5	cov5_pass5
chr2:110472597	chr2:197774016	LIMS3L--AC011997.1	chr2:110472597--chr2:197774016	chr2:110472597--chr2:197774016	AC011997.1--LIMS3L	5	cov5_pass5
chr1:26428587	chr4:145726911	LIN28A--C4ORF51	chr1:26428587--chr4:145726911	chr1:26428587--chr4:145726911	C4ORF51--LIN28A	5	cov5_pass5
chr12:80848099	chr2:42353343	LIN7A--COX7A2L	chr12:80848099--chr2:42353343	chr12:80848099--chr2:42353343	COX7A2L--LIN7A	5	cov5_pass5
chr1:226250839	chr19:58294098	LIN9--ZNF8	chr1:226250839--chr19:58294098	chr19:58294098--chr1:226250839	LIN9--ZNF8	5	cov5_pass5
chr21:14181758	chr14:90541589	LIPI--TTC7B	chr21:14181758--chr14:90541589	chr14:90541589--chr21:14181758	LIPI--TTC7B	5	cov5_pass5
chr10:88813295	chr3:390701	LIPM--CHL1	chr10:88813295--chr3:390701	chr10:88813295--chr3:390701	CHL1--LIPM	5	cov5_pass5
chr10:88815224	chr7:73599695	LIPM--MLXIPL	chr10:88815224--chr7:73599695	chr10:88815224--chr7:73599695	LIPM--MLXIPL	5	cov5_pass5
