sample	FusionName	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	num_reads
rep1_cov5_pass5_sample4	SUPT3H--PLEKHB1	chr6:45365201	chr11:73649012	5
rep1_cov5_pass5_sample3	PRPF40A--FIG4	chr2:152717356	chr6:109715078	5
rep1_cov5_pass5_sample5	LIN28A--C4orf51	chr1:26428587	chr4:145726911	5
rep1_cov5_pass5_sample4	IRG1--BBOX1	chr13:76952650	chr11:27115452	5
rep1_cov5_pass5_sample5	LTBP2--GOT1	chr14:74555503	chr10:99403874	5
rep1_cov5_pass5_sample5	TMEM107--PTPRB	chr17:8176200	chr12:70576645	5
rep1_cov5_pass5_sample3	SC5D--TIMP3	chr11:121303585	chr22:32857249	5
rep1_cov5_pass5_sample4	KCNJ8--TMX2	chr12:21773243	chr11:57737608	5
rep1_cov5_pass5_sample2	NICN1--TBC1D3B	chr3:49425883	chr17:36174816	5
rep1_cov5_pass5_sample3	NEK2--ASB15	chr1:211671202	chr7:123614501	5
rep1_cov5_pass5_sample4	HOXB8--UBBP4	chr17:48614281	chr17:22204087	5
rep1_cov5_pass5_sample1	TIMP4--VIPR1	chr3:12156820	chr3:42534975	5
rep1_cov5_pass5_sample4	GPLD1--STAU2	chr6:24445726	chr8:73595297	5
rep1_cov5_pass5_sample3	TM4SF19--LSMEM1	chr3:196327390	chr7:112484812	5
rep1_cov5_pass5_sample2	MIEF2--ULK3	chr17:18263248	chr15:74841505	5
rep1_cov5_pass5_sample3	IFIT3--ALPL	chr10:89328078	chr1:21563110	5
rep1_cov5_pass5_sample1	TRAV27--STRA13	chr14:22148137	chr17:82019909	5
rep1_cov5_pass5_sample5	RPUSD2--BAIAP3	chr15:40569943	chr16:1344969	5
rep1_cov5_pass5_sample1	ADAMTS12--NOXA1	chr5:33641810	chr9:137433750	5
rep1_cov5_pass5_sample2	RAF1--NRIP2	chr3:12599691	chr12:2834841	5
rep1_cov5_pass5_sample5	TMEM239--SLC38A8	chr20:2815444	chr16:84033469	5
rep1_cov5_pass5_sample3	CAP1--IQCB1	chr1:40064370	chr3:121790215	5
rep1_cov5_pass5_sample1	CEP57L1--ROGDI	chr6:109159102	chr16:4799781	5
rep1_cov5_pass5_sample4	PDZK1IP1--COX7B	chr1:47185002	chrX:77905184	5
rep1_cov5_pass5_sample3	KRT75--POMC	chr12:52426817	chr2:25161752	5
rep1_cov5_pass5_sample5	MGST2--JSRP1	chr4:139666077	chr19:2254301	5
rep1_cov5_pass5_sample4	PCSK5--FOXP4	chr9:76239165	chr6:41584769	5
rep1_cov5_pass5_sample5	LYG1--GUCY1B3	chr2:99292536	chr4:155796377	5
rep1_cov5_pass5_sample5	ETV4--SULT2A1	chr17:43530107	chr19:47882210	5
rep1_cov5_pass5_sample1	FITM2--NANOS3	chr20:44310976	chr19:13880442	5
rep1_cov5_pass5_sample2	UBASH3A--ZFP14	chr21:42418609	chr19:36367971	5
rep1_cov5_pass5_sample3	HIPK2--DAND5	chr7:139620401	chr19:12973389	5
rep1_cov5_pass5_sample2	ZC3HC1--FIGF	chr7:130051221	chrX:15353168	5
rep1_cov5_pass5_sample5	DHX30--ENPP4	chr3:47847001	chr6:46139551	5
rep1_cov5_pass5_sample4	PCDH7--ZNF438	chr4:30724596	chr10:30845573	5
rep1_cov5_pass5_sample1	USP48--APRT	chr1:21706744	chr16:88810148	5
rep1_cov5_pass5_sample3	BMP6--BTNL8	chr6:7861599	chr5:180949904	5
rep1_cov5_pass5_sample5	TMEM40--LDLRAD2	chr3:12735555	chr1:21821450	5
rep1_cov5_pass5_sample4	SERPINB3--FLNC	chr18:63658513	chr7:128856518	5
rep1_cov5_pass5_sample3	TCEB2--ZNF559	chr16:2776993	chr19:9338494	5
rep1_cov5_pass5_sample1	MUC5B--C12orf40	chr11:1260728	chr12:39646329	5
rep1_cov5_pass5_sample2	OLFML2B--NMRK1	chr1:161997825	chr9:75070042	5
rep1_cov5_pass5_sample5	NXPH3--TSPAN12	chr17:49576273	chr7:120856833	5
rep1_cov5_pass5_sample2	MORF4L1--EDNRB	chr15:78892313	chr13:77901207	5
rep1_cov5_pass5_sample5	ASB10--TGIF2	chr7:151186815	chr20:36590910	5
rep1_cov5_pass5_sample2	PID1--DAP	chr2:229155818	chr5:10681169	5
rep1_cov5_pass5_sample4	TM4SF2--UGT3A2	chrX:37426000	chr5:36038016	5
rep1_cov5_pass5_sample1	CLMN--SNIP1	chr14:95215641	chr1:37538012	5
rep1_cov5_pass5_sample4	UBXN7--PWWP2B	chr3:196361844	chr10:132404626	5
rep1_cov5_pass5_sample2	ASUN--PCYT2	chr12:26917352	chr17:81905735	5
rep1_cov5_pass5_sample1	CSMD1--EIF2S2	chr8:3613276	chr20:34089905	5
rep1_cov5_pass5_sample3	RGS21--CD1D	chr1:192347389	chr1:158182032	5
rep1_cov5_pass5_sample5	ALPP--SGCG	chr2:232380320	chr13:23234611	5
rep1_cov5_pass5_sample5	COX10--SHF	chr17:14069648	chr15:45168133	5
rep1_cov5_pass5_sample3	CYB5B--SLC27A5	chr16:69424857	chr19:58498915	5
rep1_cov5_pass5_sample2	MEI1--VTA1	chr22:41795542	chr6:142189426	5
rep1_cov5_pass5_sample3	TERF2--CST9	chr16:69368376	chr20:23603734	5
rep1_cov5_pass5_sample4	SPATA19--KCNC3	chr11:133845134	chr19:50320784	5
rep1_cov5_pass5_sample2	MSRA--CYP11B1	chr8:10245223	chr8:142875154	5
rep1_cov5_pass5_sample3	IRF2BP2--GSTZ1	chr1:234608495	chr14:77331069	5
rep1_cov5_pass5_sample1	MED14--BRSK1	chrX:40713778	chr19:55287214	5
rep1_cov5_pass5_sample1	ABCG1--GPSM3	chr21:42273435	chr6:32191908	5
rep1_cov5_pass5_sample1	APC2--ZNF626	chr19:1453142	chr19:20646405	5
rep1_cov5_pass5_sample3	ZNF816--KDM4D	chr19:52956027	chr11:94997024	5
rep1_cov5_pass5_sample5	DLK1--C20orf196	chr14:100729066	chr20:5772862	5
rep1_cov5_pass5_sample5	GINS2--RBP1	chr16:85681582	chr3:139527342	5
rep1_cov5_pass5_sample1	HSD11B1L--POLR1A	chr19:5686991	chr2:86047263	5
rep1_cov5_pass5_sample1	FAM21B--FHL5	chr10:50084165	chr6:96610572	5
rep1_cov5_pass5_sample4	SLC35A2--KRT24	chrX:48911859	chr17:40700383	5
rep1_cov5_pass5_sample5	MAOA--CDC6	chrX:43728314	chr17:40291058	5
rep1_cov5_pass5_sample2	UPK1B--CLCA1	chr3:119190319	chr1:86488996	5
rep1_cov5_pass5_sample4	C20orf141--PHLDB2	chr20:2815444	chr3:111884064	5
rep1_cov5_pass5_sample2	XAGE1A--RBBP8	chrX:52514778	chr18:23016828	5
rep1_cov5_pass5_sample4	ZNF550--FLNC	chr19:57552627	chr7:128841454	5
rep1_cov5_pass5_sample1	DHX33--ZNF410	chr17:5455997	chr14:73898071	5
rep1_cov5_pass5_sample4	PDCD6--C1orf54	chr5:271821	chr1:150274087	5
rep1_cov5_pass5_sample3	RPL36A--GJB3	chrX:101391822	chr1:34784738	5
rep1_cov5_pass5_sample3	UTS2B--STX5	chr3:191278072	chr11:62827398	5
rep1_cov5_pass5_sample5	ZBTB49--NGFR	chr4:4303091	chr17:49506299	5
rep1_cov5_pass5_sample4	AVPR1A--ERMN	chr12:63147421	chr2:157324762	4
rep1_cov5_pass5_sample1	AMY1C--APOA5	chr1:103756913	chr11:116791892	5
rep1_cov5_pass5_sample2	TATDN2--NMNAT2	chr3:10276488	chr1:183293793	5
rep1_cov5_pass5_sample3	TNFSF14--H3F3A	chr19:6667113	chr1:226071351	5
rep1_cov5_pass5_sample5	FMNL1--USF2	chr17:45244025	chr19:35270447	5
rep1_cov5_pass5_sample3	CCDC27--CHST11	chr1:3755567	chr12:104756949	5
rep1_cov5_pass5_sample4	ATP13A4--CAMLG	chr3:193448206	chr5:134750759	5
rep1_cov5_pass5_sample2	KAT6B--MORN4	chr10:75025249	chr10:97616787	5
rep1_cov5_pass5_sample5	PSMD9--RPL28	chr12:121915944	chr19:55386350	5
rep1_cov5_pass5_sample2	TBX10--MRPL12	chr11:67634816	chr17:81706906	5
rep1_cov5_pass5_sample1	DUOXA2--ZBTB1	chr15:45114752	chr14:64521487	5
rep1_cov5_pass5_sample3	PDGFD--MZF1	chr11:103996065	chr19:58569397	5
rep1_cov5_pass5_sample3	RAB34--SPHK1	chr17:28715032	chr17:76386221	5
rep1_cov5_pass5_sample5	RABL2A--UPF1	chr2:113634232	chr19:18857320	5
rep1_cov5_pass5_sample2	CPLX4--PGAP1	chr18:59312685	chr2:196913053	5
rep1_cov5_pass5_sample4	CCDC169--PSMG3	chr13:36254045	chr7:1567850	5
rep1_cov5_pass5_sample1	CFL2--NDUFAF7	chr14:34713060	chr2:37248258	5
rep1_cov5_pass5_sample4	TNF--SLC22A16	chr6:31576579	chr6:110438847	5
rep1_cov5_pass5_sample1	MBL2--SPATA2L	chr10:52770670	chr16:89701233	5
rep1_cov5_pass5_sample2	FAM71E1--PATL1	chr19:50467556	chr11:59656600	5
rep1_cov5_pass5_sample4	C1orf227--FAM19A5	chr1:212835873	chr22:48749839	5
rep1_cov5_pass5_sample1	ATP6V0E2--PAM	chr7:149875645	chr5:103028887	5
rep1_cov5_pass5_sample3	RHOC--NOL4	chr1:112703644	chr18:33958418	5
rep1_cov5_pass5_sample1	NBPF6--ABHD17C	chr1:108452289	chr15:80749513	5
rep1_cov5_pass5_sample1	MRPL19--CTNNAL1	chr2:75654917	chr9:108948234	5
rep1_cov5_pass5_sample5	GREB1L--LYPD5	chr18:21439637	chr19:43798988	5
rep1_cov5_pass5_sample1	BAAT--RAET1G	chr9:101368120	chr6:149919324	5
rep1_cov5_pass5_sample5	C7orf72--IGSF1	chr7:50104411	chrX:131274206	5
rep1_cov5_pass5_sample4	RAVER2--PPP1R1A	chr1:64812849	chr12:54582795	5
rep1_cov5_pass5_sample5	C20orf166--STAT4	chr20:62553665	chr2:191146757	5
rep1_cov5_pass5_sample4	GPR157--MTMR8	chr1:9128645	chrX:64359527	5
rep1_cov5_pass5_sample5	PSMB10--UBE3C	chr16:67934797	chr7:157163810	5
rep1_cov5_pass5_sample2	DCN--NOXRED1	chr12:91146062	chr14:77407645	4
rep1_cov5_pass5_sample5	FAM25G--AGAP6	chr10:47489586	chr10:50004685	5
rep1_cov5_pass5_sample1	ZNF746--AL049747.1	chr7:149476922	chr22:35627659	5
rep1_cov5_pass5_sample2	PRSS50--ADAM21	chr3:46717437	chr14:70457349	5
rep1_cov5_pass5_sample2	TERF1--CYP2R1	chr8:73032133	chr11:14878297	5
rep1_cov5_pass5_sample2	CCNO--AL162431.1	chr5:55232767	chr1:180980576	5
rep1_cov5_pass5_sample5	NUDT21--SNTB1	chr16:56447789	chr8:120538969	5
rep1_cov5_pass5_sample1	NAIF1--TADA2A	chr9:128066591	chr17:37437738	5
rep1_cov5_pass5_sample3	PRED60--TSPO2	chr21:45768020	chr6:41043557	5
rep1_cov5_pass5_sample3	DHRSX--CYP1A2	chrX:2266740	chr15:74751765	5
rep1_cov5_pass5_sample4	ACE2--PPP2R3A	chrX:15572201	chr3:136106216	5
rep1_cov5_pass5_sample4	ERRFI1--CELF1	chr1:8015308	chr11:47489024	5
rep1_cov5_pass5_sample3	LAMTOR2--SETDB1	chr1:156054957	chr1:150962130	5
rep1_cov5_pass5_sample4	DLG4--B3GALTL	chr17:7203424	chr13:31323751	5
rep1_cov5_pass5_sample5	TSNARE1--CHD4	chr8:142300486	chr12:6573269	5
rep1_cov5_pass5_sample2	RB1--CCNK	chr13:48377034	chr14:99493514	5
rep1_cov5_pass5_sample4	GALR1--SYNCRIP	chr18:77256223	chr6:85619417	5
rep1_cov5_pass5_sample4	DCTN6--RAB19	chr8:30179455	chr7:140411874	5
rep1_cov5_pass5_sample3	FCGRT--KLF1	chr19:49521201	chr19:12885060	5
rep1_cov5_pass5_sample3	RNF121--PDPN	chr11:71990717	chr1:13610387	5
rep1_cov5_pass5_sample5	CST11--DCAF4	chr20:23451816	chr14:72956386	5
rep1_cov5_pass5_sample5	KPNA7--DCAF5	chr7:99193019	chr14:69118275	5
rep1_cov5_pass5_sample4	C17orf98--MCM10	chr17:38841183	chr10:13170922	5
rep1_cov5_pass5_sample4	MBOAT7--LACTBL1	chr19:54183521	chr1:22960099	5
rep1_cov5_pass5_sample2	ERO1LB--LRAT	chr1:236249885	chr4:154748984	5
rep1_cov5_pass5_sample1	CTF1--MUC16	chr16:30899533	chr19:8889538	5
rep1_cov5_pass5_sample3	SEC24B--SERPINB2	chr4:109434002	chr18:63901740	5
rep1_cov5_pass5_sample4	NBPF14--METTL20	chr1:120832160	chr12:31666087	5
rep1_cov5_pass5_sample3	GARNL3--DUT	chr9:127291242	chr15:48341289	5
rep1_cov5_pass5_sample5	AC022431.2--DPEP1	chr5:56533082	chr16:89637468	5
rep1_cov5_pass5_sample2	GOPC--TDRD1	chr6:117602004	chr10:114227910	5
rep1_cov5_pass5_sample2	GPR83--COMMD2	chr11:94400861	chr3:149750851	5
rep1_cov5_pass5_sample3	SPOPL--CTRB2	chr2:138550294	chr16:75204322	5
rep1_cov5_pass5_sample4	FBXO33--SPG20OS	chr14:39401176	chr13:36365500	5
rep1_cov5_pass5_sample5	EMC4--ASAH2C	chr15:34225650	chr10:50203679	5
rep1_cov5_pass5_sample4	CABIN1--HUWE1	chr22:24049220	chrX:53581026	5
rep1_cov5_pass5_sample4	SPRR3--ERCC6L2	chr1:153003296	chr9:95928719	5
rep1_cov5_pass5_sample1	C4orf21--LILRB4	chr4:112623817	chr19:54666240	5
rep1_cov5_pass5_sample3	LRRC4B--CFC1B	chr19:50548542	chr2:130523169	5
rep1_cov5_pass5_sample5	YRDC--KCNH7	chr1:37807101	chr2:162435597	5
rep1_cov5_pass5_sample2	CDKN1A--ESRRA	chr6:36684546	chr11:64314744	5
rep1_cov5_pass5_sample3	CTCFL--NFATC2IP	chr20:57523068	chr16:28958717	5
rep1_cov5_pass5_sample5	PABPC1L--NDUFB3	chr20:44924256	chr2:201085459	5
rep1_cov5_pass5_sample4	CD5--HIATL2	chr11:61125841	chr9:96972948	5
rep1_cov5_pass5_sample4	NUDT15--DEFB108B	chr13:48037904	chr11:71837399	5
rep1_cov5_pass5_sample2	RASL10A--SEC24B	chr22:29313863	chr4:109539561	5
rep1_cov5_pass5_sample4	ZSCAN5C--POTEF	chr19:56208184	chr2:130110680	5
rep1_cov5_pass5_sample2	GRIN2C--GGTLC3	chr17:74849780	chr22:18517259	5
rep1_cov5_pass5_sample1	MEF2BNB--MYH13	chr19:19186034	chr17:10312757	5
rep1_cov5_pass5_sample3	VGLL1--RESP18	chrX:136548867	chr2:219329764	5
rep1_cov5_pass5_sample2	HESX1--C3orf18	chr3:57198391	chr3:50559737	5
rep1_cov5_pass5_sample5	FREM3--CHRNA1	chr4:143627614	chr2:174759633	5
rep1_cov5_pass5_sample5	GALT--GAGE12H	chr9:34648456	chrX:49581653	5
rep1_cov5_pass5_sample1	MRPS21--SOS2	chr1:150294449	chr14:50201084	5
rep1_cov5_pass5_sample5	IRGQ--ZNF326	chr19:43594809	chr1:89998110	5
rep1_cov5_pass5_sample1	KRT6C--SPAG1	chr12:52471421	chr8:100225173	5
rep1_cov5_pass5_sample3	KCNB1--VPS18	chr20:49481914	chr15:40902616	5
rep1_cov5_pass5_sample1	SGCZ--NR1I3	chr8:14164580	chr1:161230918	5
rep1_cov5_pass5_sample3	TRAC--UBALD2	chr14:22550664	chr17:76265907	5
rep1_cov5_pass5_sample5	SNX21--DUT	chr20:45840458	chr15:48342022	5
rep1_cov5_pass5_sample1	PTPRZ1--TACR2	chr7:122039588	chr10:69409075	5
rep1_cov5_pass5_sample2	PPP3CA--C9orf47	chr4:101171084	chr9:88991470	5
rep1_cov5_pass5_sample3	TMEM212--PCK2	chr3:171853850	chr14:24102753	5
rep1_cov5_pass5_sample4	SEMA6D--TRIM29	chr15:47761431	chr11:120138145	5
rep1_cov5_pass5_sample5	GP2--TUBD1	chr16:20322869	chr17:59866749	5
rep1_cov5_pass5_sample5	PCED1A--FKBP8	chr20:2839789	chr19:18538436	5
rep1_cov5_pass5_sample5	CNN1--TRIML2	chr19:11547907	chr4:188091941	5
rep1_cov5_pass5_sample2	HNF1A--SLCO1B3	chr12:120979094	chr12:21067319	5
rep1_cov5_pass5_sample2	CDH20--PIK3R2	chr18:61539145	chr19:18168475	5
rep1_cov5_pass5_sample4	GTF3C3--PACSIN2	chr2:196789879	chr22:42858522	5
rep1_cov5_pass5_sample3	BIRC2--PKP1	chr11:102362974	chr1:201313166	5
rep1_cov5_pass5_sample2	UMOD--VAX2	chr16:20337291	chr2:70921098	5
rep1_cov5_pass5_sample1	BCL11B--BCKDK	chr14:99271161	chr16:31111300	5
rep1_cov5_pass5_sample3	S100A7L2--ARFIP1	chr1:153438189	chr4:152910064	5
rep1_cov5_pass5_sample4	IQCC--SUZ12	chr1:32206761	chr17:31998658	5
rep1_cov5_pass5_sample3	ACOT4--VWC2	chr14:73593904	chr7:49802711	5
rep1_cov5_pass5_sample2	MAP7D3--LBR	chrX:136244632	chr1:225424089	5
rep1_cov5_pass5_sample1	LRIG2--TRPM3	chr1:113114876	chr9:70621273	5
rep1_cov5_pass5_sample4	THUMPD3--CDRT1	chr3:9377888	chr17:15589227	5
rep1_cov5_pass5_sample4	ZNF487--FOLR4	chr10:43476202	chr11:94306513	5
rep1_cov5_pass5_sample4	KLRD1--CXorf30	chr12:10311615	chrX:36310833	5
rep1_cov5_pass5_sample2	DNAJB14--SS18L2	chr4:99903726	chr3:42590809	5
rep1_cov5_pass5_sample1	ACSL1--CAMSAP2	chr4:184760357	chr1:200857306	5
rep1_cov5_pass5_sample2	RIN1--FKTN	chr11:66335978	chr9:105604215	5
rep1_cov5_pass5_sample5	MS4A5--DEFB136	chr11:60430924	chr8:11974118	3
rep1_cov5_pass5_sample1	PANX2--ATP6C	chr22:50179135	chr16:2520984	5
rep1_cov5_pass5_sample2	AKR1CL1--SLC25A48	chr10:5185012	chr5:135852563	5
rep1_cov5_pass5_sample1	DLX4--NHP2	chr17:49973269	chr5:178150993	5
rep1_cov5_pass5_sample4	ZNF688--CHID1	chr16:30571434	chr11:870499	5
rep1_cov5_pass5_sample4	FRAS1--PRAM1	chr4:78438718	chr19:8499780	5
rep1_cov5_pass5_sample1	PGPEP1L--FAM136A	chr15:98969425	chr2:70300980	5
rep1_cov5_pass5_sample4	S1PR5--SFRP2	chr19:10517041	chr4:153781755	5
rep1_cov5_pass5_sample2	C11orf86--TAF11	chr11:66975638	chr6:34878720	5
rep1_cov5_pass5_sample5	SPAG8--ZNF300	chr9:35812104	chr5:150898554	5
rep1_cov5_pass5_sample3	AGFG1--AGMO	chr2:227533758	chr7:15390905	5
rep1_cov5_pass5_sample5	CADM3--SAP18	chr1:159196454	chr13:21147186	5
rep1_cov5_pass5_sample3	SPATA19--ARHGEF18	chr11:133844246	chr19:7462152	4
rep1_cov5_pass5_sample3	CHAD--UBE2V2	chr17:50465294	chr8:48060682	5
rep1_cov5_pass5_sample2	RCAN2--VAT1	chr6:46456752	chr17:43016144	5
rep1_cov5_pass5_sample4	SART3--NLRP3	chr12:108547887	chr1:247423847	5
rep1_cov5_pass5_sample4	ERCC8--KATNAL2	chr5:60922054	chr18:47062972	5
rep1_cov5_pass5_sample1	SENP5--FMO5	chr3:196927879	chr1:147215942	5
rep1_cov5_pass5_sample4	HNRNPDL--YTHDF1	chr4:82428278	chr20:63213943	5
rep1_cov5_pass5_sample4	MARCH10--INO80C	chr17:62759835	chr18:35479411	5
rep1_cov5_pass5_sample3	TPO--TTC1	chr2:1436384	chr5:160010500	5
rep1_cov5_pass5_sample1	RPL34--CA2	chr4:108622618	chr8:85477120	5
rep1_cov5_pass5_sample3	C17orf72--LHX9	chr17:64001537	chr1:197921304	5
rep1_cov5_pass5_sample1	ARHGDIG--SLC5A8	chr16:281925	chr12:101204565	5
rep1_cov5_pass5_sample1	OCM--C22orf43	chr7:5880950	chr22:23620615	5
rep1_cov5_pass5_sample2	DOK6--SLC7A13	chr18:69599498	chr8:86223103	5
rep1_cov5_pass5_sample2	FANCM--MAT2B	chr14:45198935	chr5:163512002	5
rep1_cov5_pass5_sample4	ALDH9A1--NANOGNB	chr1:165682107	chr12:7773800	5
rep1_cov5_pass5_sample4	SPAG11A--YIF1B	chr8:7848843	chr19:38307521	5
rep1_cov5_pass5_sample5	TUBB4B--CDH1	chr9:137242021	chr16:68815515	5
rep1_cov5_pass5_sample1	NSUN4--NFE2	chr1:46353028	chr12:54293381	5
rep1_cov5_pass5_sample1	LRRTM4--ZNF304	chr2:77522109	chr19:57353725	5
rep1_cov5_pass5_sample3	VCY--PURG	chrY:13986339	chr8:30996697	5
rep1_cov5_pass5_sample4	ZNF823--TCP10L	chr19:11738817	chr21:32582415	4
rep1_cov5_pass5_sample5	PAIP1--SMIM8	chr5:43536819	chr6:87340116	5
rep1_cov5_pass5_sample5	C4A--TMPRSS11E	chr6:31996323	chr4:68468879	5
rep1_cov5_pass5_sample4	ZKSCAN1--ARHGEF2	chr7:100029952	chr1:155965412	5
rep1_cov5_pass5_sample5	HADH--EFCAB9	chr4:108027760	chr5:172200566	5
rep1_cov5_pass5_sample4	KATNA1--PCDH15	chr6:149623103	chr10:54133007	5
rep1_cov5_pass5_sample3	CCRL2--PRDX2	chr3:46407694	chr19:12801069	5
rep1_cov5_pass5_sample4	B3GALTL--C19orf38	chr13:31276771	chr19:10856265	5
rep1_cov5_pass5_sample4	NDUFA5--SSPN	chr7:123545611	chr12:26230711	5
rep1_cov5_pass5_sample4	CCDC67--CTSV	chr11:93332288	chr9:97036747	5
rep1_cov5_pass5_sample5	ZCRB1--IGFBP7	chr12:42317340	chr4:57033311	5
rep1_cov5_pass5_sample2	ACSL6--KCNA7	chr5:131972724	chr19:49070878	5
rep1_cov5_pass5_sample4	DGKB--PCBP2	chr7:14630236	chr12:53459272	5
rep1_cov5_pass5_sample5	TICRR--IGFL2	chr15:89619842	chr19:46160415	5
rep1_cov5_pass5_sample1	ARIH2--RUNX2	chr3:48964982	chr6:45512246	5
rep1_cov5_pass5_sample3	TOMM40--ZSWIM2	chr19:44901104	chr2:186837554	5
rep1_cov5_pass5_sample1	RSPH3--NXF2B	chr6:158978260	chrX:102365331	5
rep1_cov5_pass5_sample4	XPNPEP2--TRBC2	chrX:129745266	chr7:142802503	5
rep1_cov5_pass5_sample5	OLA1--LRRC17	chr2:174123180	chr7:102933774	5
rep1_cov5_pass5_sample5	ZYG11B--CYP26C1	chr1:52779993	chr10:93065956	5
rep1_cov5_pass5_sample3	HBG2--ACVRL1	chr11:5505351	chr12:51913559	5
rep1_cov5_pass5_sample3	HUNK--THOP1	chr21:31940220	chr19:2811598	5
rep1_cov5_pass5_sample4	WFDC5--MLF1	chr20:45110374	chr3:158598080	5
rep1_cov5_pass5_sample3	PADI3--NPPB	chr1:17270411	chr1:11858469	5
rep1_cov5_pass5_sample5	MFF--FLYWCH1	chr2:227332588	chr16:2930410	5
rep1_cov5_pass5_sample2	PPP1R1C--GPBAR1	chr2:182063791	chr2:218262680	5
rep1_cov5_pass5_sample1	MRPL55--RFC3	chr1:228107977	chr13:33835148	5
rep1_cov5_pass5_sample1	HLTF--LOH12CR1	chr3:149048028	chr12:12435628	5
rep1_cov5_pass5_sample2	CAD--KAT2B	chr2:27239471	chr3:20146316	5
rep1_cov5_pass5_sample2	STOML3--RAB5C	chr13:38968400	chr17:42125898	5
rep1_cov5_pass5_sample3	PLS3--MAPK8IP1	chrX:115646535	chr11:45905151	5
rep1_cov5_pass5_sample4	EPHA5--GPSM2	chr4:65376998	chr1:108897492	5
rep1_cov5_pass5_sample2	FAM35A--KLHDC2	chr10:87152879	chr14:49779595	5
rep1_cov5_pass5_sample4	RHOT1--RALY	chr17:32171101	chr20:34077028	5
rep1_cov5_pass5_sample4	FAM211A--RBP2	chr17:16491745	chr3:139476510	4
rep1_cov5_pass5_sample4	HEPACAM--THRAP3	chr11:124935922	chr1:36282533	5
rep1_cov5_pass5_sample1	RAB43--TUB	chr3:129121286	chr11:8101486	5
rep1_cov5_pass5_sample3	CXCL11--ZCCHC17	chr4:76035216	chr1:31319109	5
rep1_cov5_pass5_sample5	AC011997.1--SFMBT2	chr2:197693216	chr10:7370375	5
rep1_cov5_pass5_sample3	PAX5--TRIM43	chr9:36923355	chr2:95599092	5
rep1_cov5_pass5_sample1	EHBP1--MUSTN1	chr2:62707295	chr3:52833430	5
rep1_cov5_pass5_sample1	CASC4--QSOX2	chr15:44332078	chr9:136218808	5
rep1_cov5_pass5_sample2	CD300A--ALG10B	chr17:74474685	chr12:38318261	5
rep1_cov5_pass5_sample1	PDE6C--GABRA1	chr10:93626704	chr5:161850796	5
rep1_cov5_pass5_sample4	MRPS30--LTB4R	chr5:44811154	chr14:24315637	5
rep1_cov5_pass5_sample4	CTCF--SEC14L4	chr16:67628552	chr22:30495971	5
rep1_cov5_pass5_sample1	TAB3--ERCC3	chrX:30859487	chr2:127288864	4
rep1_cov5_pass5_sample3	LYPLA1--ZNF365	chr8:54055060	chr10:62623103	5
rep1_cov5_pass5_sample3	ASF1A--CHEK1	chr6:118900881	chr11:125653746	5
rep1_cov5_pass5_sample2	PTRF--APOBR	chr17:42422627	chr16:28498436	5
rep1_cov5_pass5_sample3	IL37--ATG14	chr2:112913094	chr14:55377904	5
rep1_cov5_pass5_sample2	PRAMEF2--CD151	chr1:12860271	chr11:838133	5
rep1_cov5_pass5_sample5	HYOU1--SLC11A2	chr11:119056070	chr12:51000419	5
rep1_cov5_pass5_sample2	TEX29--ZFP3	chr13:111328293	chr17:5091497	5
rep1_cov5_pass5_sample2	CLPP--PPP1R14C	chr19:6362542	chr6:150216824	5
rep1_cov5_pass5_sample1	KIF2C--PRDM2	chr1:44757971	chr1:13742005	5
rep1_cov5_pass5_sample5	SAC3D1--LRRFIP2	chr11:65041866	chr3:37065942	5
rep1_cov5_pass5_sample5	TMEM92--DYNC2LI1	chr17:50274570	chr2:43783520	5
rep1_cov5_pass5_sample3	YLPM1--E2F7	chr14:74782325	chr12:77050744	5
rep1_cov5_pass5_sample4	CGB5--PLD5	chr19:49044224	chr1:242220115	5
rep1_cov5_pass5_sample2	TLCD2--EFTUD1	chr17:1710067	chr15:82259155	5
rep1_cov5_pass5_sample3	AC110781.3--RFX7	chr7:1838868	chr15:56103670	5
rep1_cov5_pass5_sample1	IFNGR1--BATF2	chr6:137204332	chr11:64989809	5
rep1_cov5_pass5_sample3	PYGM--ZNF679	chr11:64755447	chr7:64249028	5
rep1_cov5_pass5_sample5	CRELD2--TRBV2	chr22:49919840	chr7:142301135	5
rep1_cov5_pass5_sample1	APOL5--HSF2BP	chr22:35728904	chr21:43644392	5
rep1_cov5_pass5_sample3	CNPPD1--THG1L	chr2:219174778	chr5:157734576	5
rep1_cov5_pass5_sample4	C4orf6--SLC6A7	chr4:5525496	chr5:150196716	5
rep1_cov5_pass5_sample2	KRT84--PLGRKT	chr12:52385040	chr9:5431983	5
rep1_cov5_pass5_sample2	CXCL5--FCER2	chr4:73998473	chr19:7698409	5
rep1_cov5_pass5_sample4	SLC6A15--KLHL42	chr12:84885911	chr12:27791708	5
rep1_cov5_pass5_sample2	SERINC4--NUDT2	chr15:43799885	chr9:34339024	5
rep1_cov5_pass5_sample4	BARX2--LCE1D	chr11:129442919	chr1:152797773	5
rep1_cov5_pass5_sample3	NTN1--UBE2E2	chr17:9179956	chr3:23217262	5
rep1_cov5_pass5_sample4	IL1RAP--NUTM2A	chr3:190620440	chr10:87232603	5
rep1_cov5_pass5_sample4	NAA30--FAM228A	chr14:57396875	chr2:24179111	5
